,0,1,2,3
0,3.817,2.851,4.012,7.597
1,4.094,3.82,3.449,8.085
2,2.809,4.524,2.459,8.369
3,4.145,2.977,4.319,9.293
4,3.46,3.432,3.591,9.134
5,4.086,3.319,3.674,7.442
6,3.176,3.448,3.156,8.182
7,4.377,4.416,2.416,7.195
8,3.19,3.731,3.874,7.847
9,3.797,3.742,3.226,7.994
10,4.148,4.472,3.908,8.408
11,4.182,4.137,3.219,8.052
12,2.355,3.916,2.434,8.647
13,3.207,4.334,2.501,6.466
14,4.013,4.673,3.472,8.424
15,3.817,4.409,1.841,7.118
16,4.036,3.739,2.482,7.53
17,4.227,4.05,1.422,8.395
18,4.443,4.07,2.157,7.668
19,2.891,3.262,2.497,7.519
20,3.643,4.661,4.485,7.739
21,4.4,3.188,2.231,7.898
22,4.394,3.657,3.922,8.39
23,4.106,3.543,3.929,7.592
24,4.145,4.477,2.564,7.575
25,3.446,3.121,2.979,7.99
26,2.778,5.829,2.822,8.177
27,4.557,4.163,2.044,9.057
28,3.01,3.938,2.486,8.479
29,6.134,3.416,2.053,7.101
30,3.881,3.855,3.131,8.234
31,4.413,3.835,2.87,7.27
32,5.244,3.624,1.871,8.264
33,3.128,2.988,2.704,9.198
34,5.482,3.713,1.389,8.232
35,4.725,3.823,3.31,8.256
36,2.764,4.848,2.891,8.336
37,4.418,5.725,2.62,8.382
38,4.2,4.977,4.786,6.914
39,5.363,3.434,1.568,6.878
40,3.22,4.136,2.895,7.838
41,4.073,4.697,3.443,7.534
42,3.64,2.996,3.892,7.617
43,3.831,3.75,2.63,7.378
44,3.383,3.233,0.654,7.933
45,3.714,3.259,3.322,8.095
46,1.951,4.488,2.552,7.287
47,4.761,4.518,4.103,7.214
48,2.246,3.942,4.992,7.593
49,4.055,2.59,3.727,6.717
50,5.674,0.39,1.304,4.57
51,6.163,1.323,0.597,2.139
52,5.845,1.122,1.98,3.002
53,6.262,-0.443,2.044,2.41
54,6.409,0.785,0.322,3.527
55,5.807,1.042,1.219,1.359
56,5.587,1.828,0.443,3.624
57,5.777,0.823,0.009,3.684
58,5.58,1.581,0.597,2.354
59,6.78,0.625,0.986,4.851
60,6.437,1.507,3.541,1.316
61,4.916,4.054,2.616,2.389
62,7.763,2.534,2.343,2.234
63,6.738,3.871,1.521,0.987
64,6.788,2.312,3.925,2.186
65,5.082,3.099,1.617,0.989
66,5.422,2.971,2.387,2.006
67,7.119,2.534,2.519,2.531
68,5.516,2.418,2.998,2.622
69,6.79,2.56,2.19,2.807
70,4.655,3.214,2.273,1.067
71,6.358,3.805,3.078,-0.169
72,6.532,2.034,1.216,1.766
73,8.275,2.101,3.13,0.391
74,6.838,3.258,1.957,3.248
75,5.728,1.631,1.89,1.711
76,6.137,3.413,2.246,0.65
77,6.087,2.117,2.216,1.982
78,6.999,3.884,1.035,0.809
79,5.465,3.905,2.37,0.437
80,6.061,3.338,1.977,5.209
81,2.546,3.616,3.662,5.033
82,4.758,2.502,2.342,4.256
83,4.05,3.356,1.687,3.886
84,4.493,3.912,1.838,4.348
85,3.222,4.019,3.393,5.458
86,3.324,2.162,2.515,5.464
87,5.147,3.796,0.359,4.744
88,3.759,2.967,3.1,4.783
89,4.926,4.37,2.678,4.124
90,3.759,2.66,2.961,5.179
91,4.431,3.069,2.656,5.953
92,3.312,2.939,3.309,5.747
93,3.938,3.052,2.768,5.694
94,4.605,4.512,0.477,4.591
95,4.73,2.227,0.318,4.717
96,4.321,3.876,1.727,4.642
97,3.11,3.532,3.099,5.891
98,3.075,3.43,1.198,4.793
99,3.894,3.36,1.799,3.625
