,0,1,2,3
0,3.53,4.013,3.371,6.677
1,3.3,4.151,3.834,7.052
2,4.573,3.743,3.288,8.086
3,3.837,2.499,2.83,7.249
4,4.112,4.028,2.422,8.39
5,4.287,4.097,3.412,6.706
6,5.489,4.496,3.871,6.606
7,3.733,4.581,2.653,8.065
8,4.141,5.217,3.083,7.802
9,4.455,3.956,2.642,7.349
10,3.471,3.404,3.13,9.549
11,2.624,4.103,3.176,6.52
12,4.735,4.216,2.583,7.58
13,4.157,2.665,1.516,7.656
14,3.672,4.42,2.588,8.595
15,5.09,3.876,3.535,7.561
16,3.332,2.637,2.541,7.35
17,4.044,5.66,3.914,7.657
18,4.13,3.882,3.578,8.604
19,3.077,3.814,3.832,9.294
20,4.075,3.725,3.742,7.701
21,4.033,3.2,4.129,6.953
22,3.833,3.817,2.778,7.999
23,4.233,5.362,3.304,7.855
24,5.608,3.862,2.698,8.29
25,3.94,3.415,2.572,7.898
26,3.443,3.856,2.672,8.72
27,3.927,5.823,3.293,8.366
28,3.815,2.608,1.902,7.629
29,3.794,2.855,2.567,7.898
30,4.118,3.534,1.268,7.036
31,3.841,4.188,2.785,8.274
32,3.631,4.075,1.691,7.455
33,3.264,4.621,4.794,7.438
34,4.258,3.033,2.431,8.122
35,2.585,4.532,2.199,9.282
36,4.263,4.557,2.454,7.258
37,4.124,3.741,3.24,9.276
38,3.84,4.603,2.476,8.543
39,5.935,4.758,2.362,6.799
40,4.133,3.301,3.024,8.434
41,4.764,3.362,2.197,7.504
42,3.951,6.299,2.568,7.894
43,4.565,3.016,4.063,7.113
44,4.536,4.425,3.557,8.013
45,6.141,3.2,3.314,8.0
46,2.46,4.169,3.935,7.093
47,3.626,4.753,3.883,7.398
48,4.201,5.252,2.622,9.139
49,3.736,4.253,4.262,9.328
50,5.707,0.214,0.664,3.473
51,7.134,0.849,-0.015,3.401
52,6.094,1.886,0.264,1.316
53,5.873,0.803,1.875,3.849
54,5.331,0.034,0.994,2.514
55,6.364,0.943,0.199,2.338
56,5.793,-0.053,0.152,2.949
57,6.965,0.747,1.809,2.653
58,6.675,1.665,0.049,2.553
59,5.523,1.415,1.445,2.715
60,5.299,2.472,3.54,0.621
61,5.519,1.872,3.277,1.81
62,5.646,4.059,2.263,2.187
63,7.121,3.238,2.385,1.557
64,5.257,3.267,3.819,0.325
65,5.811,3.328,2.886,1.477
66,5.951,2.352,3.464,1.106
67,6.148,3.245,2.412,2.539
68,6.281,3.061,2.094,3.272
69,5.069,4.045,2.395,0.19
70,6.401,2.395,2.414,0.598
71,5.884,2.752,2.113,1.864
72,6.924,2.903,3.31,0.554
73,5.223,3.168,2.54,0.377
74,6.54,4.47,1.384,0.24
75,8.137,3.98,1.432,0.449
76,5.529,2.826,2.345,1.296
77,6.029,2.645,2.285,1.461
78,5.639,3.543,2.405,1.116
79,5.734,3.37,1.408,2.005
80,3.546,1.956,2.3,6.312
81,3.637,2.938,1.261,4.48
82,4.245,2.616,2.415,3.446
83,4.105,2.913,2.07,5.059
84,3.038,2.155,1.015,4.539
85,3.812,3.255,1.336,5.246
86,3.808,2.706,1.222,4.623
87,4.641,3.388,1.21,5.459
88,4.627,3.252,2.254,5.644
89,3.614,4.364,2.658,7.213
90,4.822,1.644,2.26,5.064
91,3.103,2.292,1.519,4.201
92,3.108,2.495,2.974,5.017
93,3.487,3.549,0.738,5.51
94,3.954,3.998,1.198,4.146
95,4.947,3.597,1.752,4.946
96,4.129,1.431,0.682,5.3
97,4.231,1.751,3.141,6.029
98,2.404,4.035,1.227,5.782
99,3.934,3.583,1.761,5.707
