,0,1,2,3
0,3.796,3.755,2.649,8.353
1,4.331,3.996,2.148,7.897
2,3.572,3.889,4.037,7.655
3,5.834,4.311,3.452,8.28
4,3.446,3.273,3.029,7.908
5,3.757,2.175,3.849,7.505
6,4.14,5.095,3.198,7.516
7,4.708,5.423,2.689,7.383
8,4.545,4.71,2.137,8.682
9,4.551,3.561,4.108,8.608
10,5.086,4.03,4.712,7.383
11,3.64,4.23,3.924,8.821
12,3.93,4.058,4.384,8.36
13,4.873,4.063,4.143,8.837
14,3.147,3.756,2.97,9.085
15,2.561,4.165,2.568,8.512
16,5.195,3.094,3.237,8.094
17,3.509,4.82,2.736,7.195
18,3.229,5.545,3.15,7.283
19,3.088,3.465,2.269,7.344
20,2.906,3.766,2.987,7.129
21,3.198,4.936,3.524,8.68
22,3.592,3.128,2.724,7.944
23,4.823,4.841,2.111,7.421
24,3.798,3.69,3.09,7.809
25,3.268,4.202,3.92,8.685
26,3.868,4.793,1.555,9.019
27,3.5,4.706,3.303,8.418
28,3.98,4.564,3.239,8.197
29,3.819,2.623,4.143,8.5
30,4.56,4.093,4.055,7.124
31,4.46,4.933,3.083,7.139
32,5.895,3.746,3.349,8.26
33,3.219,3.285,3.391,8.759
34,5.155,3.889,3.21,8.044
35,4.106,4.708,2.682,7.725
36,3.601,4.34,3.642,7.307
37,5.348,4.64,2.818,7.53
38,3.14,3.932,4.247,7.952
39,4.773,3.543,2.355,7.639
40,3.121,4.397,1.306,7.607
41,3.249,4.709,1.67,7.766
42,4.575,3.774,4.68,9.915
43,3.809,4.774,3.08,8.461
44,4.657,3.052,2.163,8.162
45,2.262,3.144,3.342,9.116
46,2.572,4.832,2.84,9.204
47,4.448,4.754,1.733,6.878
48,3.455,2.777,2.774,7.314
49,2.943,4.84,2.552,7.878
50,6.611,2.425,0.755,3.431
51,6.846,1.704,0.902,4.013
52,6.33,1.378,1.996,4.331
53,6.299,0.664,0.168,2.121
54,6.057,1.055,1.399,2.431
55,4.824,1.745,0.99,3.243
56,4.775,-1.366,1.159,3.717
57,5.736,1.708,2.001,2.887
58,5.076,-0.103,0.673,2.722
59,6.796,1.585,1.179,4.319
60,6.298,3.817,2.724,0.541
61,6.147,1.726,3.149,1.318
62,4.872,1.547,3.328,3.192
63,6.147,2.276,3.481,1.651
64,4.673,4.239,3.871,1.252
65,5.1,3.524,2.603,2.4
66,6.405,3.255,3.255,1.563
67,5.612,1.966,1.887,1.687
68,6.05,3.516,3.922,2.328
69,5.951,2.925,3.219,1.518
70,6.218,3.842,2.596,1.063
71,5.271,2.372,2.515,1.364
72,6.296,2.039,2.053,2.174
73,5.646,3.193,1.709,0.115
74,6.498,2.612,0.665,1.283
75,5.042,2.757,2.516,1.876
76,7.119,3.269,2.956,0.702
77,4.823,2.75,2.554,1.329
78,5.457,2.467,2.918,-0.069
79,6.218,2.498,1.915,1.025
80,5.18,2.698,1.913,6.013
81,4.607,1.995,2.906,5.035
82,4.062,4.101,2.221,4.818
83,4.235,2.874,1.732,4.388
84,3.743,1.851,2.565,5.094
85,4.39,3.377,1.687,6.178
86,3.969,2.46,0.588,5.007
87,2.29,3.464,2.238,4.071
88,2.614,3.524,1.928,4.24
89,3.156,2.091,2.827,4.151
90,5.124,3.887,2.539,5.625
91,3.074,3.287,1.766,6.335
92,5.248,3.333,2.008,3.998
93,3.109,1.886,2.96,6.517
94,4.124,3.145,1.078,4.851
95,3.433,4.488,0.602,5.878
96,4.177,4.035,2.126,4.803
97,4.317,4.14,3.588,4.992
98,4.987,3.426,2.917,5.235
99,4.493,2.576,2.424,5.526
